ID,Chapter,Verse,EngMeaning,clean_text
BG12.13,12,13,"12.13 He who hates no creature, who is friendly and compassionate to all, who is free from attachment and egoism, balanced in pleasure and pain, and forgiving.",hates creature friendly compassionate free attachment egoism balanced pleasure pain forgiving
BG12.14,12,14,"12.14 Ever content, steady in meditation, self-controlled, possessed of firm conviction, with the mind and intellect dedicated to Me, he, My devtoee, is dear to Me.",ever content steady meditation self controlled possessed firm conviction mind intellect dedicated devtoee dear
BG12.15,12,15,"12.15 He by whom the world is not agitated and who cannot be agitated by the world, and who is freed from joy, anger, fear and anxiety  he is dear to Me.",world agitated agitated world freed joy anger fear anxiety dear
BG12.16,12,16,"12.16 He who is free from wants, pure, expert, unconcerned, and free from pain, renouncing all undertakings or commencements  he who is (thus) devoted to Me, is dear to Me.",free wants pure expert unconcerned free pain renouncing undertakings commencements thus devoted dear
BG12.17,12,17,"12.17 He who neither rejoices, nor hates, nor grieves, nor desires, renouncing good and evil, and who is full of devotion, is dear to Me.",neither rejoices hates grieves desires renouncing good evil full devotion dear
BG12.18,12,18,Swami Sivananda did not comment on this sloka,swami sivananda comment sloka
BG12.19,12,19,"12.19 He to whom censure and praise are eal, who is silent, content with anything, homeless, of a steady mind, and full of devotion  that man is dear to Me.",censure praise eal silent content anything homeless steady mind full devotion man dear
BG12.20,12,20,"12.20 They verily who follow this immortal Dharma (law or doctrine) as described above, endowed with faith, regarding Me as their supreme goal, they, the devotees, are exceedingly dear to Me.",verily follow immortal dharma law doctrine described endowed faith regarding supreme goal devotees exceedingly dear
BG13.1,13,1,"13.1 Arjuna said  I wish to learn about Nature (matter) and the Spirit (soul), the field and the knower of the field, knowledge and that which ought to be known, O Kesava.",arjuna said wish learn nature matter spirit soul field knower field knowledge ought known kesava
BG13.2,13,2,"13.2 The Blessed Lord said  This body, O Arjuna, is called the field; he who knows it is called the knower of the field, by those who know of them.",blessed lord said body arjuna called field knows called knower field know
BG13.3,13,3,"13.3 Do thou also know Me as the knower of the field in all fields, O Arjuna. Knowledge of both the field and the knower of the field is considered by Me to be ï1the ï1 knowledge.",thou also know knower field fields arjuna knowledge field knower field considered knowledge
BG13.4,13,4,"13.4 What the field is and of what nature, what are its modifications and whence it is and also who He is and what His powers are  hear all that from Me in brief.",field nature modifications whence also powers hear brief
BG13.5,13,5,"13.5 Sages have sung in many ways, in various distinctive chants and also in the suggestive words indicative of the Absolute, full of reasoning and decisive.",sages sung many ways various distinctive chants also suggestive words indicative absolute full reasoning decisive
BG13.6,13,6,"13.6 The great elements, egoism, intellect, and also the Unmanifested Nature, the ten senses and one (mind), and the five objects of the senses.",great elements egoism intellect also unmanifested nature ten senses one mind five objects senses
BG13.7,13,7,"13.7 Desire, hatred, pleasure, pain, the aggregate (the body), intelligence, fortitude  the field has thus been briefly described with its modifications.",desire hatred pleasure pain aggregate body intelligence fortitude field thus briefly described modifications
BG13.8,13,8,"13.8 Humility, unpretentiousness, non-injury, forgiveness, uprightness, service of the teacher, purity, steadfastness, self-control.",humility unpretentiousness non injury forgiveness uprightness service teacher purity steadfastness self control
BG13.9,13,9,"13.9 Indifference to the objects of the senses and also absence of egoism; perception of (or reflection on) the evil in birth, death, old age, sickness and pain.",indifference objects senses also absence egoism perception reflection evil birth death old age sickness pain
BG13.10,13,10,"13.10 Non-attachment, non-identification of the Self with son, wife, home and the rest, and constant even-mindedness on the attainment of the desirable and the undesirable.",non attachment non identification self son wife home rest constant even mindedness attainment desirable undesirable
BG13.11,13,11,"13.11 Unswerving devotion unto Me by the Yoga of non-separation, resort to solitary places, distaste for the society of men.",unswerving devotion unto yoga non separation resort solitary places distaste society men
BG13.12,13,12,"13.12 Constancy in Self-knowledge, perception of the end of true knowledge  this is declared to be knowledge, and what is opposed to it is ignorance.",constancy self knowledge perception end true knowledge declared knowledge opposed ignorance
BG13.13,13,13,"13.13 I will declare that which has to be known, knowing which one attains to immortality, the beginningless supreme Brahman, called neither being nor non-being.",declare known knowing one attains immortality beginningless supreme brahman called neither non
BG13.14,13,14,"13.14 With hands and feet everywhere, with eyes, heads and mouths everywhere, with ears everywhere, He exists in the worlds enveloping all.",hands feet everywhere eyes heads mouths everywhere ears everywhere exists worlds enveloping
BG13.15,13,15,"13.15 Shining by the functions of all the senses, yet without the senses; unattached, yet supporting all; devoid of alities, yet their experiencer.",shining functions senses yet without senses unattached yet supporting devoid alities yet experiencer
BG13.16,13,16,"13.16 Without and within (all) beings the unmoving and also the moving; because of Its subtlety, unknowable; and near and far away is That.",without within beings unmoving also moving subtlety unknowable near far away
BG13.17,13,17,"13.17 And undivided, yet It exists as if divided in beings; It is to be known as the supporter of being; It devours and It generates.",undivided yet exists divided beings known supporter devours generates
BG13.18,13,18,"13.18 That, the Light of all lights, is said to be beyond darkness: knowledge, the knowable and the goal of knowledge, seated in the hearts of all.",light lights said beyond darkness knowledge knowable goal knowledge seated hearts
BG13.19,13,19,"13.19 Thus the field, as well as knowledge and the knowable have been briefly stated. My devotee, knowing this, enters into My Being.",thus field well knowledge knowable briefly stated devotee knowing enters
BG13.20,13,20,13.20 Know thou that Nature (matter) and the Spirit are both beginningless; and know also that all modifications and alities are born of Nature.,know thou nature matter spirit beginningless know also modifications alities born nature
BG13.21,13,21,"13.21 In the production of the effect and the cause, Nature (matter) is said to be the cause; in the experience of pleasure and pain, the soul is said to be the cause.",production effect cause nature matter said cause experience pleasure pain soul said cause
BG13.22,13,22,13.22 The soul seated in Nature experiences the alities born of Nature; attachment to the alities is the cause of its birth in good and evil wombs.,soul seated nature experiences alities born nature attachment alities cause birth good evil wombs
BG13.23,13,23,"13.23 The Supreme Soul in this body is also called the spectator, the permitter, the supporter, the enjoyer, the great Lord and the Supreme Self.",supreme soul body also called spectator permitter supporter enjoyer great lord supreme self
BG13.24,13,24,"13.24 He who thus knows the Spirit and Matter together with the alities, in whatever condition he may be, he is not born again.",thus knows spirit matter together alities whatever condition may born
BG13.25,13,25,"13.25 Some by meditation behold the Self in the self by the self, others by the Yoga of knowledge, and still others by the Yoga of action.",meditation behold self self self others yoga knowledge still others yoga action
BG13.26,13,26,"13.26 Others also, not knowing thus, worship, having heard of It from others; they, too, cross beyond death, regarding what they have heard as the Supreme refuge.",others also knowing thus worship heard others cross beyond death regarding heard supreme refuge
BG13.27,13,27,"13.27 Wherever a being is born, whether unmoving or moving, know thou, O best of the Bharatas (Arjuna), that it is from the union between the field and its knower.",wherever born whether unmoving moving know thou best bharatas arjuna union field knower
BG13.28,13,28,"13.28 He sees, who sees the Supreme Lord, existing eally in all beings, the unperishing within the perishing.",sees sees supreme lord existing eally beings unperishing within perishing
